"Timestamp","Roll_No","Gender","Platform","Category","Priority","Frequency","Peer_Influence","Returns","Monthly_Spend","Discount_Importance","Payment_Method","Recommendation_Helpfulness","Timestamp_Clean"
"24-02-2025 08:58","1233","Male","Myntra","Electronics/Gadgets","Cost- focused","Monthly","Yes, often","Yes, due to change of mind","₹0–₹1,000","High importance","Card (Debit/Credit)","Neutral",2025-02-24 08:58:00
"02-01-2025 13:22","23117039","Male","savana","Food/Essentials","Cost- focused","Monthly","Yes, often","Yes, due to size/fit issue","₹0–₹1,000","High importance","Net banking/other","Somewhat helpful",2025-01-02 13:22:00
"12-07-2025 01:00","2025/0904","Female","Amazon","Electronics/Gadgets","Balanced (both brand and cost)","Only during festive periods","Yes, often","Yes, due to size/fit issue","₹0–₹1,000","High importance","Card (Debit/Credit)","Very helpful",2025-07-12 01:00:00
"18-07-2025 13:44","23103157","Female","savana","Fashion","Balanced (both brand and cost)","Monthly","No","No","₹0–₹1,000","Not important","UPI","Neutral",2025-07-18 13:44:00
"13-01-2025 19:33","23117032","Not Comfortable","Amazon","decorative items","Cost- focused","Weekly","Yes, often","Yes, due to change of mind","₹0–₹1,000","Medium importance","UPI","Neutral",2025-01-13 19:33:00
"30-09-2025 02:12","23103127","Not Comfortable","Not Comfortable","Books/Stationary","Cost- focused","Rarely","Rarely","Yes, due to size/fit issue","₹0–₹1,000","Not important","UPI","Very helpful",2025-09-30 02:12:00
"13-03-2025 12:49","23117042","Male","Meesho","decorative items","Cost- focused","Rarely","Sometimes","Yes, due to size/fit issue","₹3,000–₹5,000","Not important","Card (Debit/Credit)","Neutral",2025-03-13 12:49:00
"28-12-2024 19:28","98652","Female","Flipkart","Not Comfortable","Cost- focused","Monthly","No","Yes, due to change of mind","₹3,000–₹5,000","Medium importance","Net banking/other","Somewhat helpful",2024-12-28 19:28:00
"15-06-2025 14:05","3232114","Male","Flipkart","decorative items","Cost- focused","Monthly","Yes, often","Yes, due to size/fit issue","₹3,000–₹5,000","Medium importance","UPI","Very helpful",2025-06-15 14:05:00
"18-04-2025 14:55","23117040","Not Comfortable","Savana, h and m, zara","Electronics/Gadgets","Depends on product category","Rarely","Rarely","Yes, due to defective/damaged product","₹1,000–₹3,000","Medium importance","Net banking/other","Neutral",2025-04-18 14:55:00
"21-07-2025 21:36","250017","Not Comfortable","Flipkart","Fashion","Depends on product category","Rarely","No","Yes, due to size/fit issue","₹0–₹1,000","High importance","Net banking/other","Very helpful",2025-07-21 21:36:00
"03-11-2025 21:50","76","Not Comfortable","Svana ","Not Comfortable","Depends on product category","Rarely","No","No","₹5,000+","Low importance","Net banking/other","Not helpful",2025-11-03 21:50:00
"18-01-2025 12:38","23102091","Female","Myntra","Fashion","Depends on product category","Weekly","Sometimes","No","₹0–₹1,000","Not important","Cash on delivery (COD)","Very helpful",2025-01-18 12:38:00
"29-05-2025 20:44","23103134","Female","Savana, h and m, zara","Electronics/Gadgets","Balanced (both brand and cost)","Only during festive periods","No","No","₹0–₹1,000","Not important","Net banking/other","Somewhat helpful",2025-05-29 20:44:00
"04-02-2025 13:51","0","Not Comfortable","Not Comfortable","Food/Essentials","Brand- focused","Weekly","No","Yes, due to size/fit issue","₹0–₹1,000","High importance","Card (Debit/Credit)","Somewhat helpful",2025-02-04 13:51:00
"20-08-2025 05:08","251","Female","Myntra","Not Comfortable","Brand- focused","Rarely","Sometimes","No","₹3,000–₹5,000","Medium importance","Cash on delivery (COD)","Somewhat helpful",2025-08-20 05:08:00
"29-06-2025 09:00","3376803123","Female","Savana, h and m, zara","Food/Essentials","Brand- focused","Weekly","No","Yes, due to change of mind","₹3,000–₹5,000","Not important","Card (Debit/Credit)","Very helpful",2025-06-29 09:00:00
"08-01-2025 02:53","23117040","Female","Flipkart","Books/Stationary","Depends on product category","Only during festive periods","Sometimes","No","₹0–₹1,000","Not important","Card (Debit/Credit)","Neutral",2025-01-08 02:53:00
"15-07-2025 06:48","3232114","Not Comfortable","Meesho","Electronics/Gadgets","Balanced (both brand and cost)","Only during festive periods","No","No","₹0–₹1,000","Medium importance","UPI","Neutral",2025-07-15 06:48:00
"21-12-2024 11:21","23117079","Female","Savana, h and m, zara","Food/Essentials","Brand- focused","Monthly","Yes, often","No","₹3,000–₹5,000","Medium importance","Net banking/other","Very helpful",2024-12-21 11:21:00
"02-05-2025 14:33","23117025","Female","Flipkart","Fashion","Brand- focused","Weekly","Rarely","No","₹0–₹1,000","Low importance","Card (Debit/Credit)","Very helpful",2025-05-02 14:33:00
"12-09-2025 05:32","102315148","Male","Meesho","decorative items","Cost- focused","Monthly","Yes, often","Yes, due to size/fit issue","₹0–₹1,000","Low importance","Net banking/other","Very helpful",2025-09-12 05:32:00
"12-11-2024 12:03","88","Female","savana","Books/Stationary","Cost- focused","Monthly","Sometimes","Yes, due to defective/damaged product","₹3,000–₹5,000","Low importance","Net banking/other","Somewhat helpful",2024-11-12 12:03:00
"10-09-2025 12:34","1233","Not Comfortable","Amazon","Electronics/Gadgets","Brand- focused","Weekly","Yes, often","Yes, due to size/fit issue","₹0–₹1,000","Medium importance","UPI","Not helpful",2025-09-10 12:34:00
"18-07-2025 06:26","112","Female","Svana ","Food/Essentials","Brand- focused","Only during festive periods","No","Yes, due to size/fit issue","₹3,000–₹5,000","Not important","Net banking/other","Very helpful",2025-07-18 06:26:00
"21-08-2025 04:08","250017","Not Comfortable","Not Comfortable","decorative items","Brand- focused","Weekly","No","Yes, due to defective/damaged product","₹0–₹1,000","High importance","UPI","Somewhat helpful",2025-08-21 04:08:00
"12-01-2025 22:34","88","Male","Meesho","Not Comfortable","Brand- focused","Weekly","Yes, often","Yes, due to defective/damaged product","₹1,000–₹3,000","Medium importance","Net banking/other","Somewhat helpful",2025-01-12 22:34:00
"22-12-2024 17:31","23117031","Not Comfortable","Myntra","Food/Essentials","Depends on product category","Weekly","Sometimes","No","₹3,000–₹5,000","High importance","Card (Debit/Credit)","Neutral",2024-12-22 17:31:00
"10-08-2025 05:43","23117036","Not Comfortable","Myntra","Fashion","Depends on product category","Only during festive periods","Rarely","Yes, due to defective/damaged product","₹0–₹1,000","High importance","Cash on delivery (COD)","Neutral",2025-08-10 05:43:00
"29-12-2024 03:15","250018","Not Comfortable","Not Comfortable","Electronics/Gadgets","Brand- focused","Rarely","Sometimes","Yes, due to defective/damaged product","₹3,000–₹5,000","Medium importance","UPI","Very helpful",2024-12-29 03:15:00
"26-09-2025 15:20","2","Not Comfortable","Myntra","Fashion","Cost- focused","Only during festive periods","Sometimes","Yes, due to size/fit issue","₹0–₹1,000","Medium importance","Cash on delivery (COD)","Neutral",2025-09-26 15:20:00
"03-06-2025 12:57","76","Female","Myntra","Not Comfortable","Cost- focused","Monthly","Rarely","No","₹3,000–₹5,000","Medium importance","UPI","Very helpful",2025-06-03 12:57:00
"24-09-2025 02:56","23117036","Female","Myntra","Fashion","Brand- focused","Rarely","No","Yes, due to defective/damaged product","₹0–₹1,000","Low importance","Card (Debit/Credit)","Somewhat helpful",2025-09-24 02:56:00
"11-09-2025 15:33","23117025","Not Comfortable","Savana, h and m, zara","Books/Stationary","Cost- focused","Monthly","No","Yes, due to defective/damaged product","₹3,000–₹5,000","Low importance","Net banking/other","Somewhat helpful",2025-09-11 15:33:00
"17-07-2025 05:11","250018","Male","Meesho","Books/Stationary","Brand- focused","Weekly","Yes, often","Yes, due to change of mind","₹0–₹1,000","Medium importance","Cash on delivery (COD)","Very helpful",2025-07-17 05:11:00
"19-02-2025 19:02","23103146","Male","Meesho","decorative items","Balanced (both brand and cost)","Monthly","Sometimes","No","₹0–₹1,000","Low importance","Card (Debit/Credit)","Very helpful",2025-02-19 19:02:00
"24-05-2025 00:19","23103127","Female","Savana, h and m, zara","Books/Stationary","Balanced (both brand and cost)","Monthly","No","No","₹0–₹1,000","Medium importance","Card (Debit/Credit)","Very helpful",2025-05-24 00:19:00
"25-03-2025 14:34","23102091","Female","savana","Food/Essentials","Brand- focused","Rarely","No","No","₹0–₹1,000","Not important","UPI","Neutral",2025-03-25 14:34:00
"14-02-2025 23:48","23126003","Female","Amazon","Books/Stationary","Balanced (both brand and cost)","Rarely","No","Yes, due to size/fit issue","₹0–₹1,000","Low importance","Cash on delivery (COD)","Not helpful",2025-02-14 23:48:00
"20-11-2024 19:44","23124127","Not Comfortable","Not Comfortable","Food/Essentials","Cost- focused","Monthly","No","Yes, due to defective/damaged product","₹1,000–₹3,000","Not important","Card (Debit/Credit)","Very helpful",2024-11-20 19:44:00
"28-03-2025 04:41","23117036","Male","Savana, h and m, zara","Fashion","Balanced (both brand and cost)","Only during festive periods","Rarely","Yes, due to size/fit issue","₹0–₹1,000","High importance","Cash on delivery (COD)","Very helpful",2025-03-28 04:41:00
"04-01-2025 19:11","74","Female","Not Comfortable","Books/Stationary","Cost- focused","Rarely","Sometimes","Yes, due to change of mind","₹0–₹1,000","Medium importance","Cash on delivery (COD)","Very helpful",2025-01-04 19:11:00
"19-10-2025 20:08","23110064","Female","Amazon","Books/Stationary","Brand- focused","Weekly","No","Yes, due to defective/damaged product","₹3,000–₹5,000","Low importance","Net banking/other","Somewhat helpful",2025-10-19 20:08:00
"23-07-2025 03:33","23117036","Not Comfortable","Not Comfortable","Not Comfortable","Balanced (both brand and cost)","Rarely","Rarely","Yes, due to change of mind","₹0–₹1,000","Low importance","Net banking/other","Very helpful",2025-07-23 03:33:00
"10-04-2025 00:52","23103146","Female","Myntra","Fashion","Cost- focused","Monthly","Sometimes","No","₹0–₹1,000","Not important","UPI","Very helpful",2025-04-10 00:52:00
"08-08-2025 16:00","23103127","Male","Meesho","decorative items","Balanced (both brand and cost)","Weekly","Sometimes","No","₹0–₹1,000","High importance","Net banking/other","Not helpful",2025-08-08 16:00:00
"07-02-2025 03:30","713","Female","Svana ","decorative items","Cost- focused","Weekly","Yes, often","Yes, due to change of mind","₹0–₹1,000","High importance","UPI","Not helpful",2025-02-07 03:30:00
"19-09-2025 10:43","251","Not Comfortable","Myntra","Not Comfortable","Balanced (both brand and cost)","Only during festive periods","No","Yes, due to defective/damaged product","₹0–₹1,000","Low importance","Net banking/other","Somewhat helpful",2025-09-19 10:43:00
"07-09-2025 06:19","23126003","Male","Svana ","Not Comfortable","Cost- focused","Weekly","No","Yes, due to defective/damaged product","₹0–₹1,000","Low importance","Cash on delivery (COD)","Not helpful",2025-09-07 06:19:00
"17-01-2025 11:23","231770","Male","Flipkart","Food/Essentials","Cost- focused","Monthly","Rarely","No","₹3,000–₹5,000","Not important","Card (Debit/Credit)","Somewhat helpful",2025-01-17 11:23:00
"19-02-2025 12:52","143","Male","Meesho","Electronics/Gadgets","Depends on product category","Only during festive periods","No","Yes, due to size/fit issue","₹0–₹1,000","Medium importance","Card (Debit/Credit)","Not helpful",2025-02-19 12:52:00
"03-01-2025 21:51","23103162","Male","Meesho","decorative items","Cost- focused","Only during festive periods","No","Yes, due to size/fit issue","₹3,000–₹5,000","Low importance","Card (Debit/Credit)","Very helpful",2025-01-03 21:51:00
"20-01-2025 18:32","123456","Female","Myntra","Fashion","Cost- focused","Monthly","No","Yes, due to size/fit issue","₹3,000–₹5,000","Medium importance","UPI","Not helpful",2025-01-20 18:32:00
"14-04-2025 21:50","102315148","Female","Svana ","Books/Stationary","Cost- focused","Weekly","Yes, often","No","₹0–₹1,000","Medium importance","Net banking/other","Somewhat helpful",2025-04-14 21:50:00
"25-05-2025 14:58","23117031","Male","Amazon","Electronics/Gadgets","Brand- focused","Rarely","Rarely","Yes, due to size/fit issue","₹0–₹1,000","Low importance","Cash on delivery (COD)","Very helpful",2025-05-25 14:58:00
"22-01-2025 05:45","23309","Female","Svana ","decorative items","Balanced (both brand and cost)","Weekly","No","Yes, due to defective/damaged product","₹0–₹1,000","Low importance","Cash on delivery (COD)","Not helpful",2025-01-22 05:45:00
"22-01-2025 15:47","23103146","Not Comfortable","savana","Electronics/Gadgets","Depends on product category","Weekly","No","Yes, due to change of mind","₹0–₹1,000","Not important","UPI","Somewhat helpful",2025-01-22 15:47:00
"16-03-2025 23:07","1233","Male","Meesho","Electronics/Gadgets","Cost- focused","Monthly","Yes, often","No","₹0–₹1,000","High importance","Cash on delivery (COD)","Somewhat helpful",2025-03-16 23:07:00
"16-05-2025 14:56","88","Not Comfortable","Myntra","Not Comfortable","Brand- focused","Rarely","Yes, often","No","₹0–₹1,000","Not important","Cash on delivery (COD)","Not helpful",2025-05-16 14:56:00
"03-02-2025 08:23","251","Not Comfortable","Svana ","Food/Essentials","Cost- focused","Monthly","Rarely","Yes, due to size/fit issue","₹3,000–₹5,000","Not important","Net banking/other","Neutral",2025-02-03 08:23:00
"06-07-2025 14:35","23117040","Female","Svana ","Food/Essentials","Brand- focused","Rarely","Sometimes","Yes, due to change of mind","₹3,000–₹5,000","Medium importance","Card (Debit/Credit)","Not helpful",2025-07-06 14:35:00
"10-07-2025 15:46","23106078","Male","Flipkart","decorative items","Cost- focused","Only during festive periods","Rarely","Yes, due to change of mind","₹0–₹1,000","Low importance","Net banking/other","Very helpful",2025-07-10 15:46:00
"18-05-2025 04:01","713","Not Comfortable","Myntra","decorative items","Cost- focused","Rarely","Rarely","Yes, due to size/fit issue","₹1,000–₹3,000","Low importance","UPI","Very helpful",2025-05-18 04:01:00
"22-09-2025 07:07","2025/0904","Female","savana","Electronics/Gadgets","Cost- focused","Only during festive periods","Yes, often","Yes, due to change of mind","₹3,000–₹5,000","High importance","Cash on delivery (COD)","Neutral",2025-09-22 07:07:00
"25-11-2024 18:06","123456","Male","savana","Food/Essentials","Depends on product category","Only during festive periods","Yes, often","Yes, due to defective/damaged product","₹0–₹1,000","Not important","UPI","Neutral",2024-11-25 18:06:00
"12-10-2025 08:45","231770","Not Comfortable","Not Comfortable","Books/Stationary","Brand- focused","Monthly","Yes, often","Yes, due to size/fit issue","₹3,000–₹5,000","High importance","UPI","Neutral",2025-10-12 08:45:00
"08-05-2025 01:52","23110064","Female","Svana ","Electronics/Gadgets","Depends on product category","Weekly","Yes, often","No","₹0–₹1,000","Low importance","Net banking/other","Not helpful",2025-05-08 01:52:00
"25-11-2024 10:00","6264","Not Comfortable","Savana, h and m, zara","Not Comfortable","Depends on product category","Rarely","Rarely","Yes, due to defective/damaged product","₹0–₹1,000","High importance","Cash on delivery (COD)","Somewhat helpful",2024-11-25 10:00:00
"19-08-2025 10:17","23103127","Male","Flipkart","Food/Essentials","Cost- focused","Weekly","Yes, often","Yes, due to size/fit issue","₹0–₹1,000","High importance","Card (Debit/Credit)","Very helpful",2025-08-19 10:17:00
"19-02-2025 19:41","get in contact i am interested in the project","Not Comfortable","Flipkart","Electronics/Gadgets","Cost- focused","Monthly","No","Yes, due to size/fit issue","₹3,000–₹5,000","Low importance","UPI","Very helpful",2025-02-19 19:41:00
"07-10-2025 02:49","23117040","Male","Amazon","decorative items","Brand- focused","Only during festive periods","Yes, often","Yes, due to size/fit issue","₹0–₹1,000","Medium importance","Net banking/other","Not helpful",2025-10-07 02:49:00
"29-01-2025 17:32","23103153","Female","Not Comfortable","Not Comfortable","Balanced (both brand and cost)","Monthly","Sometimes","Yes, due to size/fit issue","₹3,000–₹5,000","Not important","UPI","Very helpful",2025-01-29 17:32:00
"16-07-2025 11:50","23117042","Not Comfortable","savana","Electronics/Gadgets","Balanced (both brand and cost)","Weekly","No","Yes, due to change of mind","₹3,000–₹5,000","Low importance","UPI","Somewhat helpful",2025-07-16 11:50:00
"29-08-2025 20:36","23103163","Not Comfortable","Svana ","Not Comfortable","Depends on product category","Weekly","No","No","₹3,000–₹5,000","Medium importance","Card (Debit/Credit)","Somewhat helpful",2025-08-29 20:36:00
